start,end,today,deviceid,phonenumber,Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Please take a GPS point at this education facility.,_Please take a GPS point at this education facility._latitude,_Please take a GPS point at this education facility._longitude,_Please take a GPS point at this education facility._altitude,_Please take a GPS point at this education facility._precision,Name of Facility,Amenity,Opening Hours,Opening Hours/Mo-Fri 07:30-13:30,Opening Hours/Mo-Sa 07:30-15:00,Opening Hours/Mo-Fri 08:00-17:00,Opening Hours/Mo-Fri 09:00-17:00,Opening Hours/Mo-Su 07:00-20:00,Opening Hours/Mo-Fri 07:00-13:30,Opening Hours/Other,"You said other, please specify",What is the primary phone contact for the facility?,Name of the organization/institution that runs the facility,Type of the organization/institution that runs the facility,Religion,Number of Students,Does the facility charge fees?,Does the facility have toilets?,Type of facility,Is the facility separated boys/girls,Is the facility usable,Is the facility accessible to Handicap,Is the facility equiped for menstrual hygiene management,Is there practice of open defecation?,Is there existance of handwashing at the facility?,"If yes, How many",Is the facility located in school premises,Does the facility has water and soap?,Does the facility has daily hand cleaning activities for students,Is there existance of a water point?,"If yes, How many",Type of water point,Is water located on school premises?,Does there exist management committee for dealing with management of WASH issues,Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,How often,Fees for cleaning WASH facility,Phone number for the school if available,_id,_uuid,_submission_time,_validation_status,_index
2021-02-09T14:41:31.484Z,2021-02-09T14:43:37.193Z,2021-02-09,collect:vZ1IuJDmO5Vr0btQ,,Daouda Sangaré,Bamako,Commune V,Kalaban - Coura,,Kalaban coura aci,12.5512733 -7.994815 370.7 2.54,12.5512733,-7.994815,370.7,2.54,Jardins d'enfants Lamoso,Kindergarten,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,20791546,Jardin d'enfants Lamoso,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,431,2882ca45-ced8-49b4-8c2b-369dd968d1c1,2021-02-09T17:11:14,,229
2021-02-09T15:08:23.956Z,2021-02-09T15:14:20.071Z,2021-02-09,collect:vZ1IuJDmO5Vr0btQ,,Daouda Sangaré,Bamako,Commune V,Kalaban - Coura,,Kalaban coura,12.5536117 -7.9938566 383.6 4.08,12.5536117,-7.9938566,383.6,4.08,Merdasa Franco Arabe El Iklass,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,78210213,El Iklasse,Private,,,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Dedicated fees for WASH regular maintenance,,433,5a71e4a9-ac48-41d9-9cf0-4a7a8e82bdf7,2021-02-09T17:11:16,,230
2021-02-09T15:26:57.079Z,2021-02-09T15:29:56.854Z,2021-02-09,collect:vZ1IuJDmO5Vr0btQ,,Daouda Sangaré,Bamako,Commune V,Kalaban - Coura,,Kalaban coura,12.5509883 -7.998895 369.4 2.983,12.5509883,-7.998895,369.4,2.983,École privée Teba Camara,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,71300784,École privée Teba Camara,Private,,280,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Dedicated fees for WASH regular maintenance,,434,a4ad4371-c5c2-4033-ba40-248af4c672f5,2021-02-09T17:11:16,,231
2021-02-09T15:48:13.452Z,2021-02-09T15:50:57.707Z,2021-02-09,collect:vZ1IuJDmO5Vr0btQ,,Daouda Sangaré,Bamako,Commune V,Kalaban - Coura,,Kalaban coura ,12.5530036 -8.0005812 386.1 3.316,12.5530036,-8.0005812,386.1,3.316,Lycée privée Samou Bakayoko,College,Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,,76076924,LPSB,Private,,300,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Dedicated fees for WASH regular maintenance,,436,6d14ce84-1476-4f71-8fb1-5a655286cb6c,2021-02-09T17:11:18,,232
2021-02-09T16:01:59.889Z,2021-02-09T16:04:40.881Z,2021-02-09,collect:vZ1IuJDmO5Vr0btQ,,Daouda Sangaré,Bamako,Commune V,Kalaban - Coura,,Kalaban coura,12.5553077 -7.9993073 381.8 2.95,12.5553077,-7.9993073,381.8,2.95,Medersa Franco Arabe A Nour Le Islam,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,78784332,Medersa A Nour El Islam,Private,,300,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,4,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Unimproved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Dedicated fees for WASH regular maintenance,,438,cb60c3af-b3f5-49cd-b4bd-c3cca8a70de8,2021-02-09T17:11:20,,233
2021-02-09T09:43:32.202Z,2021-02-09T10:25:46.914Z,2021-02-09,collect:yj2h1Rz8Ksd54l2S,63477607,Théophile DARA,Bamako,Commune VI,Sénou,,Théophile Dara,12.5273717 -7.9257067 376.7 2.16,12.5273717,-7.9257067,376.7,2.16,École Mariame Diallo,College,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,65656506,CAP,Private,,65,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Unimproved,Water located on school premises,No,No,,Other,,Latrine emptying when needed,65656506,439,fdf8872a-d5f3-4fb0-b34e-9b9fcffd1be7,2021-02-09T17:14:41,,234
2021-02-09T10:02:29.053Z,2021-02-09T10:13:14.947Z,2021-02-09,collect:yj2h1Rz8Ksd54l2S,63477607,Senou Sibiribabougou,Bamako,Commune VI,Sénou,,Senou sibiribagou,12.528895 -7.9227883 362.7 3.5,12.528895,-7.9227883,362.7,3.5,Lycée privé franco arabe Ouloul AlBab de Senou,College,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,78804695,Académie CAP,Private,,135,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Dedicated fees for WASH regular maintenance,78804695,440,8911db49-42e9-4b35-92e8-a42ceacf6843,2021-02-09T17:14:42,,235
2021-02-09T10:36:32.889Z,2021-02-09T10:43:32.392Z,2021-02-09,collect:yj2h1Rz8Ksd54l2S,63477607,Théophile DARA,Bamako,Commune VI,Sénou,,Senou sibiribabougou,12.5316621 -7.9194241 377.6 2.7,12.5316621,-7.9194241,377.6,2.7,École privée Terya,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,78712196,Cap,Private,,85,Yes,Yes,Unimproved,No,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,No,No,,Other,,Latrine emptying when needed,78712196,441,d8cdeca4-3815-487a-8c20-63ef49b60cfd,2021-02-09T17:14:43,,236
2021-02-09T10:54:37.411Z,2021-02-09T10:59:27.548Z,2021-02-09,collect:yj2h1Rz8Ksd54l2S,63477607,Théophile,Bamako,Commune VI,Sénou,,Senou lafiabougou,12.533795 -7.9208617 375.5 3.1,12.533795,-7.9208617,375.5,3.1,École Djokolon Coulibaly,College,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76755950,CAP,Private,,500,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,,Unimproved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Latrine emptying when needed,76316855,442,7833b936-816b-4490-b67a-17e771193125,2021-02-09T17:14:45,,237
2021-02-09T11:07:11.485Z,2021-02-09T11:13:05.919Z,2021-02-09,collect:yj2h1Rz8Ksd54l2S,63477607,Théophile DARA,Bamako,Commune VI,Sénou,,Senou Lafiabougou,12.53646 -7.920895 389.1 3.08,12.53646,-7.920895,389.1,3.08,École Mamerie Diabaté,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79274527,CAP,Private,,290,Yes,Yes,Unimproved,No,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existing student hygiene club in school,Yes,Once a day,Other,,Latrine emptying when needed,79274527,443,1b7eed1c-9865-4508-97c9-a2962c6fc9cf,2021-02-09T17:14:46,,238
2021-02-09T11:55:46.405Z,2021-02-09T12:00:44.321Z,2021-02-09,collect:yj2h1Rz8Ksd54l2S,63477607,Théophile DARA,Bamako,Commune VI,Sénou,,Senou sibiribabougou,12.5310117 -7.9126883 390.6 2.08,12.5310117,-7.9126883,390.6,2.08,École privée Femme et développement FEDEV,College,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76422491,CAP,Private,,315,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,,Unimproved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Latrine emptying when needed,76422491,444,3679ef0e-1d4b-4e94-9739-41f375cd7d0a,2021-02-09T17:14:47,,239
2021-02-09T09:18:48.505Z,2021-02-09T09:30:41.120Z,2021-02-09,collect:kZCwpco2LamgRepp,,Bakary  Camara,Bamako,Commune IV,Lafiabougou,,Lafiabougou ,12.633156217698998 -8.045635452110782 360.8327119316232 24.0,12.633156217699,-8.04563545211078,360.832711931623,24,Aminata  Diop III,College,Other,0,0,0,0,0,0,1,De 7h 45 à 12h et 15h  À 17h heure prévu à d'ouverture et fermeture,,Gouvernement du Mali,Government,,332,No,No,,,,,,,,,,,,,,,,,,,,,,,453,ddcc8ac7-8108-4936-8692-32869108e5d5,2021-02-09T17:21:45,,240
2021-02-09T09:53:42.500Z,2021-02-09T10:05:26.773Z,2021-02-09,collect:kZCwpco2LamgRepp,,Balayé Camara,Bamako,Commune IV,Lafiabougou,,Lafiabougou,12.632911760928266 -8.046480311791898 371.56286977837846 12.0,12.6329117609283,-8.0464803117919,371.562869778378,12,Aminata Diop IV,College,Other,0,0,0,0,0,0,1,L'ouverture est prévue à 07h 30 à 12h. Le soir 15h À 17h,,Gouvernement du Mali,Government,,387,No,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,No,,,,Latrine emptying when needed,,454,973392e5-0b24-483f-b891-aeec71aed056,2021-02-09T17:21:46,,241
2021-02-09T10:29:34.774Z,2021-02-09T10:38:52.524Z,2021-02-09,collect:kZCwpco2LamgRepp,,Balayé Camara,Bamako,Commune IV,Lafiabougou,,Lafiabougou,12.631351146191596 -8.046873005148788 366.33504367876 24.0,12.6313511461916,-8.04687300514879,366.33504367876,24,Aminata Diop II second cycle,College,Other,0,0,0,0,0,0,1,L'ouverture est prévue à 07h 45 à 12h et le soir 15h à 17h,,Gouvernement du Mali,Government,,348,No,Yes,Unimproved,Yes,Not Usable,Accessible to Handicap,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Unimproved,Water located on school premises,No,No,,Other,,Latrine emptying when needed,,455,83da803f-d7cf-4872-9806-8265744ce316,2021-02-09T17:21:46,,242
2021-02-09T11:16:00.381Z,2021-02-09T11:26:53.591Z,2021-02-09,collect:kZCwpco2LamgRepp,,Bakary Camara,Bamako,Commune IV,Lafiabougou,,Lafiabougou ,12.630460064825062 -8.04693808309327 403.50122847635384 16.0,12.6304600648251,-8.04693808309327,403.501228476354,16,Aminata Diop VII,College,Other,0,0,0,0,0,0,1,"Ouverture est prévue à 07h 45 à 12h .
Le soir 15h  à 17h",,Gouvernement du Mali,Government,,478,No,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is not equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,8,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Unimproved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,,Other,,,,457,89c56313-b09e-497c-9557-053c9a52b09a,2021-02-09T17:21:48,,243
2021-02-09T12:28:28.227Z,2021-02-09T12:36:12.191Z,2021-02-09,collect:kZCwpco2LamgRepp,,Balayé Camara,Bamako,Commune IV,Taliko,,Taliko,12.6296957899302 -8.053678092888763 378.3082674987023 4.0,12.6296957899302,-8.05367809288876,378.308267498702,4,Groupe scolaire Taliko,School,Other,0,0,0,0,0,0,1,"Tout les matins à 07h 45 à 12h 
Le soir à 15h à 17h",,Gouvernement du Mali,Government,,484,No,Yes,Unimproved,No,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,,,,,,No,,,1,Latrine emptying when needed,,458,8d094c1c-addf-4a5a-bbf2-2975f3909fc4,2021-02-09T17:21:49,,244
2021-02-09T15:02:07.830Z,2021-02-09T15:16:14.774Z,2021-02-09,collect:kZCwpco2LamgRepp,,Bakary Camara,Bamako,Commune IV,Lafiabougou,,Lafiabougou,12.639583149659646 -8.041091079406915 374.6483264922619 8.0,12.6395831496596,-8.04109107940691,374.648326492262,8,Groupe scolaire Yacouba Sidibe Direction C,School,Other,0,0,0,0,0,0,1,"Du lundi à Mardi 08h à 12h.
Le soir 15h à 17h 
Mercredi à jeudi de 08h à 12h pas de cours le soir.
Vendredi 08h à 12h",,Gouvernement du Mali,Government,,,No,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,Existing student hygiene club in school,No,,Other,,Latrine emptying when needed,,459,51eb37fc-9c0d-4084-925a-d0cd4b6e38fc,2021-02-09T17:21:49,,245
2021-02-09T11:16:32.110Z,2021-02-09T11:23:51.320Z,2021-02-09,collect:gpB4BSgVXdaUJ74i,,Bintou diarra,Bamako,Commune III,Badialan II,,,12.6534233 -8.0221667 349.7 3.9,12.6534233,-8.0221667,349.7,3.9,Lycée ba nassou B,College,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,73971769,Ministère,Private,,,Yes,Yes,Improved,No,Usable,,Facility is equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,,Yes,,,,Latrine emptying when needed,,464,a9726f51-a314-49b8-95e0-d84c112801d8,2021-02-09T17:31:21,,246
2021-02-09T11:28:48.326Z,2021-02-09T11:34:07.076Z,2021-02-09,collect:gpB4BSgVXdaUJ74i,,Bintou Diarra,Bamako,Commune III,Badialan II,,,12.6528833 -8.0201367 343.7 3.3,12.6528833,-8.0201367,343.7,3.3,Anas ben malik,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,66720912,Islamique,Religious,,150,Yes,Yes,Improved,No,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Latrine emptying when needed,,465,2616a027-5c13-4a92-89e7-1373cdfde400,2021-02-09T17:31:21,,247
2021-02-09T11:40:54.932Z,2021-02-09T11:44:10.429Z,2021-02-09,collect:gpB4BSgVXdaUJ74i,,Bintou diarra,Bamako,Commune III,Badialan II,,,12.6523733 -8.0227083 343.2 3.9,12.6523733,-8.0227083,343.2,3.9,ESBAB,University,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76481477,Ministère,Private,,200,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,3,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Latrine emptying when needed,,466,41eff485-b586-4524-927c-e5673c57633f,2021-02-09T17:31:22,,248
2021-02-09T10:53:13.414Z,2021-02-09T11:13:47.477Z,2021-02-09,collect:tlhcKmXOf6vUj7hD,,Mbaly Doumbia,Bamako,Commune I,Banconi,Banconi Dianguinebougou,Banconi dianguinebougou,12.6900761 -7.9642243 0.0 1700.0,12.6900761,-7.9642243,0,1700,Diaguinebougou b,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76325182,Gouvernement,Government,,800,Yes,Yes,Unimproved,No,Not Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,No,,Manual Emptier,,Dedicated fees for WASH regular maintenance,76325182,469,c43274eb-b415-4282-b510-f9450d838113,2021-02-09T17:35:58,,249
2021-02-09T12:20:30.732Z,2021-02-09T12:30:56.883Z,2021-02-09,collect:tlhcKmXOf6vUj7hD,,Mbaly Doumbia,Bamako,Commune I,Sikoroni,,Sikoroni,12.6736987 -7.9758046 0.0 1600.0,12.6736987,-7.9758046,0,1600,Sikoro marché,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79323588,Gouvernement ,Public,,800,Yes,Yes,Unimproved,Yes,Usable,Accessible to Handicap,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,4,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,No existence of water point,,,,No,No,,Manual Emptier,,,79323588,470,59d514f2-b714-436d-984c-35bbe1e376e8,2021-02-09T17:35:59,,250
2021-02-09T11:26:05.987Z,2021-02-09T11:27:51.771Z,2021-02-09,collect:vVhQZ4mHlgvFXsPp,,Ballo Seydou,Bamako,Commune III,Badialan III,,Badialan,12.65355 -8.0220267 377.03005054663265 2.42,12.65355,-8.0220267,377.030050546633,2.42,Ba nassou,College,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,,Ministère,Private,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,476,f360332a-d0c4-4094-b6ac-d36c9cc4abc6,2021-02-09T17:45:02,,251
2021-02-09T11:29:05.448Z,2021-02-09T11:33:46.142Z,2021-02-09,collect:vVhQZ4mHlgvFXsPp,,Ballo Seydou,Bamako,Commune III,Badialan III,,Anas ben malik,12.6529167 -8.02017 376.5425192231045 2.316,12.6529167,-8.02017,376.542519223104,2.316,Anas ben malik,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,66720912,Institut islamique,Religious,,150,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,,,,,,,,,,,,,,,477,5ba28cfc-96e7-4110-bbdc-f6c6fdcefd8e,2021-02-09T17:45:02,,252
2021-02-09T11:41:08.408Z,2021-02-09T11:45:11.905Z,2021-02-09,collect:vVhQZ4mHlgvFXsPp,,Ballo Seydou,Bamako,Commune III,Badialan II,,Badialan II,12.6523267 -8.022715 372.7458881929714 2.3,12.6523267,-8.022715,372.745888192971,2.3,Esbad,University,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,66721914,Ministère,Private,,200,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Dedicated fees for WASH regular maintenance,,478,6f2de504-ca00-4e1e-a0e0-19d6abf33ad1,2021-02-09T17:45:03,,253
2021-02-09T08:34:26.502Z,2021-02-09T08:57:50.367Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY,Bamako,Commune IV,Lafiabougou,,Lafiabougou koda,12.6268983 -8.0436238 381.0 5.4,12.6268983,-8.0436238,381,5.4,Jardin d'enfants le baobab,Kindergarten,Other,0,0,0,0,0,0,1,08h-11h30,20296161,Privée ,Private,,140,Yes,Yes,Improved,Yes,Usable,Not Accessible,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,,Water point exists,3,Improved,Water located on school premises,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,20296161,479,a75ad748-f893-44a1-8aaa-67f1d244fd9d,2021-02-09T17:49:09,,254
2021-02-09T08:38:56.577Z,2021-02-09T09:00:23.018Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY,Bamako,Commune IV,Lafiabougou,,Lafiabougou koda,12.6313354 -8.050631 368.79998779296875 685.827,12.6313354,-8.050631,368.799987792969,685.827,Complexe scolaire Mallé Sidibé,School,Other,0,0,0,0,0,0,1,07h45- 17h,20296161,Privée,Private,,300,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,3,Improved,Water located on school premises,No,Yes,Once a day,,,,20296161,480,3ed0d207-63f9-470f-83c6-9b42cb2651b6,2021-02-09T17:49:10,,255
2021-02-09T10:41:39.972Z,2021-02-09T13:48:23.032Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY,Bamako,Commune IV,Lafiabougou,,Hamdallaye,12.6464126 -8.0336203 399.0 9.833,12.6464126,-8.0336203,399,9.833,Lycée Prospèr kamara,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20293928,Direction Diocésaine de l'enseignement privé catholique,Religious,,1600,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,9,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,4,Improved,Water located on school premises,No,Yes,Once a day,Other,1,Latrine emptying when needed,20293928,483,6e44b209-497c-430c-8aee-e7614891c46f,2021-02-09T17:49:11,,256
2021-02-09T11:50:06.529Z,2021-02-09T11:52:26.749Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Hamdallaye ,12.6531778 -8.0315534 382.0 9.5,12.6531778,-8.0315534,382,9.5,École fondamentale Ba Maramou,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20292530,Privé ,Private,,,Yes,,,,,,,,,,,,,,,,,,,,,,,20292530,484,b96e8659-ecca-40a6-ad4b-c6ca635b1fcb,2021-02-09T17:49:12,,257
2021-02-09T11:54:36.869Z,2021-02-09T11:56:53.205Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Hamdallaye ACI Bocoum ,12.6545449 -8.0310093 378.0 8.833,12.6545449,-8.0310093,378,8.833,Collège Lycée moderne Cheick Modibo Diarra,College,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20799344,Privé ,Private,,,Yes,,,,,,,,,,,,,,,,,,,,,,,20799344,485,0eb680f6-0278-430c-8f47-2bed85ecaffc,2021-02-09T17:49:12,,258
2021-02-09T13:30:50.747Z,2021-02-09T13:34:19.045Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Lassa ,12.655043 -8.0455834 471.0 4.166,12.655043,-8.0455834,471,4.166,Lycée privé Espoirs de lassa ,School,Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,,76368325,Privé ,Private,,,Yes,,,,,,,,,,,,,,,,,,,,,,,79221722,486,2b0f3353-7b5f-4751-abe4-a2f47f68b563,2021-02-09T17:49:13,,259
2021-02-09T13:35:02.134Z,2021-02-09T13:37:35.056Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Lassa ,12.655044 -8.0456224 469.0 6.4,12.655044,-8.0456224,469,6.4,Jardin d'enfants l'auberge ,Kindergarten,Other,0,0,0,0,0,0,1,08h-11h30,98556485,Privé ,Private,,,Yes,,,,,,,,,,,,,,,,,,,,,,,98556485,487,1c3b51d8-25ab-4ce7-998c-becb139c1f5b,2021-02-09T17:49:13,,260
2021-02-09T13:40:34.313Z,2021-02-09T13:43:24.615Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Lassa ,12.6550515 -8.045596 474.0 7.666,12.6550515,-8.045596,474,7.666,Mariam sidibé ,School,Other,0,0,0,0,0,0,1,07h20-17h00,75555172,Privé ,Private,,105,Yes,,,,,,,,,,,,,,,,,,,,,,,75555172,488,cd9c9fb9-f076-4eec-a46f-f2132888458c,2021-02-09T17:49:14,,261
2021-02-09T13:49:57.772Z,2021-02-09T13:53:57.301Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY,Bamako,Commune IV,Lafiabougou,,Hamdallaye ,12.6550351 -8.0456273 470.0 6.2,12.6550351,-8.0456273,470,6.2,Jardin d'enfants boule et bill,Kindergarten,Other,0,0,0,0,0,0,1,08h-16h30,69648889,Privé,Private,,,Yes,,,,,,,,,,,,,,,,,,,,,,,90398914,489,d79f541b-bd69-4e69-a571-62a65f782e09,2021-02-09T17:49:14,,262
2021-02-09T14:50:06.162Z,2021-02-09T17:48:35.360Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,Ibrahima BABY,Bamako,Commune IV,Lafiabougou,,Lassa falaba,12.655534 -8.0378351 442.0 13.833,12.655534,-8.0378351,442,13.833,Mohamed sidibé,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79424694,Privé,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,496,8d2af23f-9231-4efc-a245-5a9dc2252a4b,2021-02-09T17:49:18,,263
